SampleID	FrogSpecies	FrogGenus	FrogFamily	FrogOrder	LifeStage	CaptiveWild	CaptiveWild2	Species_captive_wild	Type_of_captivity	FrogSex	Locality	State	Country	Region	Latitude	Longitude	CollectionHabitat	HabitatClass	Larval_Dev_Site	CollectionDate	MonthYear	CollectionSeason	BioZone	CollectionMacrohabitat	RinseMethod	SampleType	ExtractionMethod	SequenceMethod	SequenceCenter	SampleContact	Keep_1	ID_Sampo	GenerationCaptivity	Duration.Captivity	CaptivitySubstrateDetailed	GroupedSubstrate	BinarySubstrate	Description
JGK144.CO.Boreal.Toad.South.Cottonwood.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	South Cottonwood	Colorado	USA	Temperate	38.76301	_106.34585	Terrestrial	Terrestrial	Pond	Revise_if_nessesary	August.2014	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK144.CO.Boreal.Toad.South.Cottonwood.Adult	NA	NA	NA	NA		NA
JGK145.CO.Boreal.Toad.South.Cottonwood.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	South Cottonwood	Colorado	USA	Temperate	38.76301	_106.34585	Terrestrial	Terrestrial	Pond	Revise_if_nessesary	August.2014	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK145.CO.Boreal.Toad.South.Cottonwood.Adult	NA	NA	NA	NA		NA
JGK146.CO.Boreal.Toad.South.Cottonwood.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	South Cottonwood	Colorado	USA	Temperate	38.76301	_106.34585	Terrestrial	Terrestrial	Pond	Revise_if_nessesary	August.2014	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK146.CO.Boreal.Toad.South.Cottonwood.Adult	NA	NA	NA	NA		NA
JGK147.CO.Boreal.Toad.South.Cottonwood.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	South Cottonwood	Colorado	USA	Temperate	38.76301	_106.34585	Terrestrial	Terrestrial	Pond	Revise_if_nessesary	August.2014	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK147.CO.Boreal.Toad.South.Cottonwood.Adult	NA	NA	NA	NA		NA
JGK148.CO.Boreal.Toad.South.Cottonwood.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	South Cottonwood	Colorado	USA	Temperate	38.76301	_106.34585	Terrestrial	Terrestrial	Pond	Revise_if_nessesary	August.2014	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK148.CO.Boreal.Toad.South.Cottonwood.Adult	NA	NA	NA	NA		NA
JGK190.CO.Boreal.Toad.Buzzard.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Buzzard	Colorado	USA	Temperate	39.22622	_107.6291	Aquatic	Terrestrial	Pond	Revise_if_nessesary	July.2015	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK190.CO.Boreal.Toad.Buzzard.Adult	NA	NA	NA	NA		NA
JGK77.CO.Boreal.Toad.Four.Mile.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Four Mile	Colorado	USA	Temperate	38.97142	_106.14377	Aquatic	Terrestrial	Pond	9_12_2015	September.2015	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK77.CO.Boreal.Toad.Four.Mile.Adult	NA	NA	NA	NA		NA
JGK78.CO.Boreal.Toad.Four.Mile.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Four Mile	Colorado	USA	Temperate	38.97142	_106.14377	Aquatic	Terrestrial	Pond	9_12_2015	September.2015	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK78.CO.Boreal.Toad.Four.Mile.Adult	NA	NA	NA	NA		NA
JGK79.CO.Boreal.Toad.Four.Mile.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Four Mile	Colorado	USA	Temperate	38.97142	_106.14377	Aquatic	Terrestrial	Pond	9_12_2015	September.2015	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK79.CO.Boreal.Toad.Four.Mile.Adult	NA	NA	NA	NA		NA
JGK80.CO.Boreal.Toad.Four.Mile.Adult	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Four Mile	Colorado	USA	Temperate	38.97142	_106.14377	Aquatic	Terrestrial	Pond	9_12_2015	September.2015	Summer	Rocky.Mountains	Unknown	Sterile.Water	Ventral	MoBioPS_Single	2x150	Colorado	Jordan.Kueneman	Keep	JGK80.CO.Boreal.Toad.Four.Mile.Adult	NA	NA	NA	NA		NA
NA177	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Trinity	California	USA	Temperate	41.2	_122.783	Terrestrial	Terrestrial	Pond	7_13_07	July.2011	Summer	Sierra_Cascade	Unknown	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex.2x100	Colorado	Jordan.Kueneman	Keep	NA177	NA	NA	NA	NA		NA
NA178	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Trinity	California	USA	Temperate	41.2	_122.783	Terrestrial	Terrestrial	Pond	7_13_07	July.2011	Summer	Sierra_Cascade	Unknown	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex.2x100	Colorado	Jordan.Kueneman	Keep	NA178	NA	NA	NA	NA		NA
NA232	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Trinity	California	USA	Temperate	41.2233	_121.766	Terrestrial	Terrestrial	Pond	07_11_2007	July.2011	Summer	Sierra_Cascade	Unknown	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex.2x100	Colorado	Jordan.Kueneman	Keep	NA232	NA	NA	NA	NA		NA
NA233	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Trinity	California	USA	Temperate	41.2233	_121.766	Terrestrial	Terrestrial	Pond	07_11_2007	July.2011	Summer	Sierra_Cascade	Unknown	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex.2x100	Colorado	Jordan.Kueneman	Keep	NA233	NA	NA	NA	NA		NA
NA247	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Adult	Wild	Wild	Anaxyrus boreas.Wild	unknown	Unknown	Trinity	California	USA	Temperate	40.926	_122.866	Terrestrial	Terrestrial	Pond	8_19_07	August.2011	Summer	Sierra_Cascade	Unknown	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex.2x100	Colorado	Jordan.Kueneman	Keep	NA247	NA	NA	NA	NA		NA
MVB2015-873	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-873	NA	NA	NA	NA		NA
MVB2015-874	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-874	NA	NA	NA	NA		NA
MVB2015-875	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-875	NA	NA	NA	NA		NA
MVB2015-876	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-876	NA	NA	NA	NA		NA
MVB2015-877	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-877	NA	NA	NA	NA		NA
MVB2015-878	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-878	NA	NA	NA	NA		NA
MVB2015-880	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-880	NA	NA	NA	NA		NA
MVB2015-881	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-881	NA	NA	NA	NA		NA
MVB2015-882	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-882	NA	NA	NA	NA		NA
MVB2015-883	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Larva	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.1.stream	NA	Japan	Temperate	34.594598	132.794566	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	FullBody	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-883	NA	NA	NA	NA		NA
MVB2015-893	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Adult	Wild	Wild	Andrias japonicus.Wild	unknown	Male	Andrias.site.2.stream	NA	Japan	Temperate	34.59936	132.81569	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-893	NA	NA	NA	NA		NA
MVB2015-896	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Subadult	Wild	Wild	Andrias japonicus.Wild	unknown	Unknown	Andrias.site.2.stream	NA	Japan	Temperate	34.59936	132.81569	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-896	NA	NA	NA	NA		NA
MVB2015-899	Andrias japonicus	Andrias	Cryptobranchidae	Caudata	Adult	Wild	Wild	Andrias japonicus.Wild	unknown	Male	Andrias.site.3.stream	NA	Japan	Temperate	34.603425	132.813429	Aquatic	Aquatic	Stream	Unknown	Unknown	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-899	NA	NA	NA	NA		NA
Ac.95F2	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95F2	NA	NA	NA	NA		NA
Ac.95F6	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95F6	NA	NA	NA	NA		NA
Ac.95F7	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95F7	NA	NA	NA	NA		NA
Ac.95G1	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95G1	NA	NA	NA	NA		NA
Ac.95G2	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95G2	NA	NA	NA	NA		NA
Ac.95G3	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95G3	NA	NA	NA	NA		NA
Ac.95G4	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95G4	NA	NA	NA	NA		NA
Ac.95G7	Atelopus certus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus certus.Wild	unknown	NA	Dari_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Ac.95G7	NA	NA	NA	NA		NA
Al.18H5	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.18H5	NA	NA	NA	NA		NA
Al.3B1	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.3B1	NA	NA	NA	NA		NA
Al.3F2	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.3F2	NA	NA	NA	NA		NA
Al.3G1	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.3G1	NA	NA	NA	NA		NA
Al.3G11	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.3G11	NA	NA	NA	NA		NA
Al.3H3	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.3H3	NA	NA	NA	NA		NA
Al.4A10	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.4A10	NA	NA	NA	NA		NA
Al.4B7	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.4B7	NA	NA	NA	NA		NA
Al.7C8	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7C8	NA	NA	NA	NA		NA
Al.7D11	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7D11	NA	NA	NA	NA		NA
Al.7D12	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7D12	NA	NA	NA	NA		NA
Al.7D7	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7D7	NA	NA	NA	NA		NA
Al.7d9	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7d9	NA	NA	NA	NA		NA
Al.7E3	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7E3	NA	NA	NA	NA		NA
Al.7E6	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7E6	NA	NA	NA	NA		NA
Al.7E7	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.7E7	NA	NA	NA	NA		NA
Al.8A6	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.8A6	NA	NA	NA	NA		NA
Al.8A7	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.8A7	NA	NA	NA	NA		NA
Al.8C9	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.8C9	NA	NA	NA	NA		NA
Al.8F4	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Col_n	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.8F4	NA	NA	NA	NA		NA
Al.90A4	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90A4	NA	NA	NA	NA		NA
Al.90G2	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90G2	NA	NA	NA	NA		NA
Al.90G3	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90G3	NA	NA	NA	NA		NA
Al.90H10	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90H10	NA	NA	NA	NA		NA
Al.90H5	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90H5	NA	NA	NA	NA		NA
Al.90H7	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90H7	NA	NA	NA	NA		NA
Al.90H9	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.90H9	NA	NA	NA	NA		NA
Al.93A1	Atelopus limosus	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus limosus.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Al.93A1	NA	NA	NA	NA		NA
Av.A5	Atelopus varius	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus varius.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Av.A5	NA	NA	NA	NA		NA
Av.H12	Atelopus varius	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus varius.Wild	unknown	NA	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Av.H12	NA	NA	NA	NA		NA
Az.A10	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.A10	NA	NA	NA	NA		NA
Az.A2	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.A2	NA	NA	NA	NA		NA
Az.A3	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.A3	NA	NA	NA	NA		NA
Az.A7	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.A7	NA	NA	NA	NA		NA
Az.A8	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.A8	NA	NA	NA	NA		NA
