SampleID	FrogSpecies	FrogGenus	FrogFamily	FrogOrder	LifeStage	CaptiveWild	CaptiveWild2	Species_captive_wild	Type_of_captivity	FrogSex	Locality	State	Country	Region	Latitude	Longitude	CollectionHabitat	HabitatClass	Larval_Dev_Site	CollectionDate	MonthYear	CollectionSeason	BioZone	CollectionMacrohabitat	RinseMethod	SampleType	ExtractionMethod	SequenceMethod	SequenceCenter	SampleContact	Keep_1	ID_Sampo	GenerationCaptivity	Duration.Captivity	CaptivitySubstrateDetailed	GroupedSubstrate	BinarySubstrate	Description
Az.B1	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.B1	NA	NA	NA	NA		NA
Az.B11	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.B11	NA	NA	NA	NA		NA
Az.B12	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.B12	NA	NA	NA	NA		NA
Az.B8	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.B8	NA	NA	NA	NA		NA
Az.C12	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.C12	NA	NA	NA	NA		NA
Az.C9	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.C9	NA	NA	NA	NA		NA
Az.D11	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.D11	NA	NA	NA	NA		NA
Az.D2	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.D2	NA	NA	NA	NA		NA
Az.D5	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.D5	NA	NA	NA	NA		NA
Az.D6	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.D6	NA	NA	NA	NA		NA
Az.D8	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.D8	NA	NA	NA	NA		NA
Az.E5	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.E5	NA	NA	NA	NA		NA
Az.E6	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.E6	NA	NA	NA	NA		NA
Az.E7	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.E7	NA	NA	NA	NA		NA
Az.F10	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	M	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.F10	NA	NA	NA	NA		NA
Az.F9	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.F9	NA	NA	NA	NA		NA
Az.G11	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.G11	NA	NA	NA	NA		NA
Az.G4	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.G4	NA	NA	NA	NA		NA
Az.G9	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.G9	NA	NA	NA	NA		NA
Az.H10	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.H10	NA	NA	NA	NA		NA
Az.H11	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.H11	NA	NA	NA	NA		NA
Az.H2	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.H2	NA	NA	NA	NA		NA
Az.H3	Atelopus zeteki	Atelopus	Bufonidae	Anura	NA	Wild	Wild	Atelopus zeteki.Wild	unknown	F	Panam_	NA	Panama	Tropical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mathew.Becker	Keep	Az.H3	NA	NA	NA	NA		NA
Micro-10	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-10	NA	NA	NA	NA		river
Micro-22	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-22	NA	NA	NA	NA		river
Micro-23	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-23	NA	NA	NA	NA		river
Micro-4	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-4	NA	NA	NA	NA		river
Micro-41	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-41	NA	NA	NA	NA		river
Micro-42	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-42	NA	NA	NA	NA		river
Micro-49	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-49	NA	NA	NA	NA		river
Micro-5	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-5	NA	NA	NA	NA		river
Micro-50	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-50	NA	NA	NA	NA		river
Micro-51	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-51	NA	NA	NA	NA		river
Micro-52	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-52	NA	NA	NA	NA		river
Micro-53	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-53	NA	NA	NA	NA		river
Micro-54	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-54	NA	NA	NA	NA		river
Micro-55	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	ozark	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-55	NA	NA	NA	NA		river
Micro-7	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-7	NA	NA	NA	NA		river
Micro-8	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-8	NA	NA	NA	NA		river
Micro-9	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Wild	Wild	Cryptobranchus alleganiensis.Wild	unknown	NA	eastern	NA	USA	Temperate	NA	NA	river	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-9	NA	NA	NA	NA		river
Japan2015-83	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Female	N.34.21.31.E.132.45.25	NA	Japan	Temperate	34.358611	132.756944	Aquatic	Semi_aquatic	Pond	26.Sept.14	September.2014	Unknown	temperate.deciduous.forest	Not.forested	Unknown	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	Japan2015-83	NA	NA	NA	NA		NA
MVB2015-2618	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Sept.14	September.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2618	NA	NA	NA	NA		NA
MVB2015-2619	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Sept.14	September.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2619	NA	NA	NA	NA		NA
MVB2015-2620	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	2_3.Aug.14	August.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2620	NA	NA	NA	NA		NA
MVB2015-2621	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	17.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2621	NA	NA	NA	NA		NA
MVB2015-2622	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	17.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2622	NA	NA	NA	NA		NA
MVB2015-2623	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	21.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2623	NA	NA	NA	NA		NA
MVB2015-2624	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	24.Oct.14	October.2014	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-2624	NA	NA	NA	NA		NA
MVB2015-724	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Female	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-724	NA	NA	NA	NA		NA
MVB2015-727	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-727	NA	NA	NA	NA		NA
MVB2015-730	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-730	NA	NA	NA	NA		NA
MVB2015-747	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-747	NA	NA	NA	NA		NA
MVB2015-750	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-750	NA	NA	NA	NA		NA
MVB2015-753	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-753	NA	NA	NA	NA		NA
MVB2015-756	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-756	NA	NA	NA	NA		NA
MVB2015-760	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	26.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-760	NA	NA	NA	NA		NA
MVB2015-763	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-763	NA	NA	NA	NA		NA
MVB2015-766	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Female	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-766	NA	NA	NA	NA		NA
MVB2015-769	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-769	NA	NA	NA	NA		NA
MVB2015-772	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-772	NA	NA	NA	NA		NA
MVB2015-775	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-775	NA	NA	NA	NA		NA
MVB2015-778	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-778	NA	NA	NA	NA		NA
MVB2015-781	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-781	NA	NA	NA	NA		NA
MVB2015-784	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-784	NA	NA	NA	NA		NA
MVB2015-787	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-787	NA	NA	NA	NA		NA
MVB2015-793	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-793	NA	NA	NA	NA		NA
MVB2015-795	Cynops pyrrhogaster	Cynops	Salamandridae	Caudata	Adult	Wild	Wild	Cynops pyrrhogaster.Wild	unknown	Male	Hiroshima.campus.pond.2	NA	Japan	Temperate	34.399412	132.712396	Aquatic	Semi_aquatic	Pond	27.Feb.15	February.2015	Unknown	temperate.deciduous.forest	Not.forested	autoclaved.filtered.ddH2O	Ventral	MoBioPS_Plate	2x250	HZI	Vences.MiguelVences	Keep	MVB2015-795	NA	NA	NA	NA		NA
AH-007	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_L_and_F	NA	Panama	Tropical	leaf on rock	frozen swab in glycerol	_0.165839975	0	AH_007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-007	NA	NA	NA	NA		skin
AH-008	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_L_and_F	NA	Panama	Tropical	leaf above stream	frozen swab in glycerol	9.16E-02	0	AH_008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-008	NA	NA	NA	NA		skin
AH-009	Espadarana prosoblepon	Espadarana	Centrolenidae	Anura	adult	Wild	Wild	Espadarana prosoblepon.Wild	NA	male	Fortuna_L_and_F	NA	Panama	Tropical	leaf above stream	frozen swab in glycerol	2.601014392	0	AH_009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	AH-009	NA	NA	NA	NA		skin
